set_label,set_number,set_stage,set_mutator,patch,trait_api_name,trait_name,breakpoints,desc_resolved,desc_raw,effects_json
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Astral,Astral,3|5|8,"After each player combat, gain an Astral Orb. The total star level of your Astral champions increases the orb quality.Astral champions gain bonus Ability Power. (@MinUnits@) @AbilityPower@ Ability Power(@MinUnits@) @AbilityPower@ Ability Power(@MinUnits@) @AbilityPower@ Ability Power","After each player combat, gain an Astral Orb. The total star level of your Astral champions increases the orb quality.<br><br>Astral champions gain bonus Ability Power. <br><br><row>(@MinUnits@) @AbilityPower@ Ability Power</row><br><row>(@MinUnits@) @AbilityPower@ Ability Power</row><br><row>(@MinUnits@) @AbilityPower@ Ability Power</row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""{246b675b}"": 1.0, ""{41233bac}"": 4.0, ""{7f1304b2}"": 5.0}}, {""maxUnits"": 7, ""minUnits"": 5, ""style"": 3, ""variables"": {""{246b675b}"": 1.0, ""{41233bac}"": 4.0, ""{7f1304b2}"": 30.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""{246b675b}"": 1.0, ""{41233bac}"": 4.0, ""{7f1304b2}"": 75.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Bard,Bard,1,(@MinUnits@) Allies that survive player combat have a @DropChancePercent@% chance to create a Doot. Bard always creates a Doot when dancing.Each Doot you collect increases your Shop odds for higher-tier champions by 1%.,(@MinUnits@) Allies that survive player combat have a @DropChancePercent@% chance to create a Doot. Bard always creates a Doot when dancing.<br><br>Each Doot you collect increases your Shop odds for higher-tier champions by 1%. ,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 4, ""variables"": {""{b8705dd9}"": 2.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Bruiser,Bruiser,2|4|6|8,"Your team gains bonus maximum Health. Bruisers gain double this bonus.
(2) 180 Health
(4) 375 Health
(6) 700 Health
(8) 1500 Health",Your team gains bonus maximum Health. Bruisers gain double this bonus.<br><br><expandRow>(@MinUnits@) @BonusHealth@ Health</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusHealth"": 180.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusHealth"": 375.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""BonusHealth"": 700.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 5, ""variables"": {""BonusHealth"": 1500.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Cannoneer,Cannoneer,2|4|6,"Every 5th attack fires a cannon shot that explodes for physical damage around the target.
(2) @AttackPercent*100@% Attack Damage
(4) @AttackPercent*100@% Attack Damage
(6) @AttackPercent*100@% Attack Damage",Every 5th attack fires a cannon shot that explodes for physical damage around the target.<br><br><expandRow>(@MinUnits@) @AttackPercent*100@% Attack Damage</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{ff57f232}"": 1.5}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""{ff57f232}"": 3.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""{ff57f232}"": 5.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Cavalier,Cavalier,2|3|4|5|6,"Innate: Charge quickly towards their target whenever they move.Cavaliers gain Armor and Magic Resist. At the start of combat and after each charge, gain @ChargeIncreasePct@% the amount for @Duration@ seconds. 
(2) 35 Armor, 35 Magic Resist
(3) 50 Armor, 50 Magic Resist
(4) 65 Armor, 65 Magic Resist
(5) 85 Armor, 85 Magic Resist
(6) 110 Armor, 110 Magic Resist","Innate: Charge quickly towards their target whenever they move.<br><br>Cavaliers gain Armor and Magic Resist. At the start of combat and after each charge, gain @ChargeIncreasePct@% the amount for @Duration@ seconds. <br><br><expandRow>(@MinUnits@) @Armor@ Armor, @MagicResist@ Magic Resist</expandRow>","[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""Armor"": 35.0, ""Duration"": 4.0, ""MagicResist"": 35.0, ""{c51d362c}"": 200.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""Armor"": 50.0, ""Duration"": 4.0, ""MagicResist"": 50.0, ""{c51d362c}"": 200.0}}, {""maxUnits"": 4, ""minUnits"": 4, ""style"": 3, ""variables"": {""Armor"": 65.0, ""Duration"": 4.0, ""MagicResist"": 65.0, ""{c51d362c}"": 200.0}}, {""maxUnits"": 5, ""minUnits"": 5, ""style"": 4, ""variables"": {""Armor"": 85.0, ""Duration"": 4.0, ""MagicResist"": 85.0, ""{c51d362c}"": 200.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 5, ""variables"": {""Armor"": 110.0, ""Duration"": 4.0, ""MagicResist"": 110.0, ""{c51d362c}"": 200.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Darkflight,Darkflight,2|4|6|8,"Summon a sacrificial altar. Combat start: the unit placed on the altar is sacrificed, granting a copy of one of the items and bonus Health to each Darkflight champion. Emblems and non-craftable items are corrupted when they're copied, instead becoming Darkflight Essence.
(2) 500 Health
(4) 750 Health
(6) 1000 Health
(8) 1600 Health","Summon a sacrificial altar. Combat start: the unit placed on the altar is sacrificed, granting a copy of one of the items and bonus Health to each Darkflight champion.<br><br><tftitemrules> Emblems and non-craftable items are corrupted when they're copied, instead becoming Darkflight Essence.</tftitemrules><br><br><expandRow>(@MinUnits@) @BonusHealth@ Health</expandRow><br>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusHealth"": 500.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusHealth"": 750.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""BonusHealth"": 1000.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 5, ""variables"": {""BonusHealth"": 1600.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Dragon,Dragon,1|2|3|4|5|6,"Innate: Require 2 team slots. Dragons provide +3 to the marked trait, and gain additional bonuses based on how many Dragons are on your team. (@MinUnits@) @BonusHealth@ bonus Health(@MinUnits@) and @Defenses@ Armor and Magic Resist(@MinUnits@) and @PercentBonusDamage*100@% bonus damage(@MinUnits@) and +@TeamSizeIncrease@ to team size(@MinUnits@) and heal @Healing@ Health every second(@MinUnits@) and your Dragons ascend!","Innate: Require 2 team slots. <br><br>Dragons provide +3 to the marked trait, and gain additional bonuses based on how many Dragons are on your team. <br><br><row>(@MinUnits@) @BonusHealth@ bonus Health</row><br><row>(@MinUnits@) and @Defenses@ Armor and Magic Resist</row><br><row>(@MinUnits@) and @PercentBonusDamage*100@% bonus damage</row><br><row>(@MinUnits@) and +@TeamSizeIncrease@ to team size</row><br><row>(@MinUnits@) and heal @Healing@ Health every second</row><br><row>(@MinUnits@) and your Dragons ascend!</row>","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""AttackSpeed"": ""null"", ""BonusHealth"": 500.0, ""Healing"": ""null"", ""{002b5c4d}"": ""null"", ""{0bca9660}"": ""null"", ""{0c95b70d}"": ""null"", ""{cb6b5298}"": ""null""}}, {""maxUnits"": 2, ""minUnits"": 2, ""style"": 3, ""variables"": {""AttackSpeed"": ""null"", ""BonusHealth"": 500.0, ""Healing"": ""null"", ""{002b5c4d}"": ""null"", ""{0bca9660}"": 20.0, ""{0c95b70d}"": ""null"", ""{cb6b5298}"": ""null""}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""AttackSpeed"": ""null"", ""BonusHealth"": 500.0, ""Healing"": ""null"", ""{002b5c4d}"": ""null"", ""{0bca9660}"": 20.0, ""{0c95b70d}"": ""null"", ""{cb6b5298}"": 0.10000000149011612}}, {""maxUnits"": 4, ""minUnits"": 4, ""style"": 3, ""variables"": {""AttackSpeed"": ""null"", ""BonusHealth"": 500.0, ""Healing"": ""null"", ""{002b5c4d}"": ""null"", ""{0bca9660}"": 20.0, ""{0c95b70d}"": 1.0, ""{cb6b5298}"": 0.10000000149011612}}, {""maxUnits"": 5, ""minUnits"": 5, ""style"": 4, ""variables"": {""AttackSpeed"": 0.10000000149011612, ""BonusHealth"": 500.0, ""Healing"": 40.0, ""{002b5c4d}"": ""null"", ""{0bca9660}"": 20.0, ""{0c95b70d}"": 1.0, ""{cb6b5298}"": 0.10000000149011612}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 5, ""variables"": {""AttackSpeed"": 0.10000000149011612, ""BonusHealth"": 500.0, ""Healing"": 40.0, ""{002b5c4d}"": 30.0, ""{0bca9660}"": 20.0, ""{0c95b70d}"": 1.0, ""{cb6b5298}"": 0.10000000149011612}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Dragonmancer,Dragonmancer,2|4|6|8,"Use the Dragonmancer Blessing item to choose a Hero. The Hero gains massively increased Health and Ability Power, which increases by @StatIncreasePercent@% per star level of your Dragonmancers.
(2) +275 Health, +@BonusAP@ Ability Power 
(4) +575 Health, +@BonusAP@ Ability Power 
(6) +775 Health, +@BonusAP@ Ability Power 
(8) +1000 Health, +@BonusAP@ Ability Power","Use the Dragonmancer Blessing item to choose a Hero. The Hero gains massively increased Health and Ability Power, which increases by @StatIncreasePercent@% per star level of your Dragonmancers.<br><br><expandRow>(@MinUnits@) +@BonusHealth@ Health, +@BonusAP@ Ability Power </expandRow>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusHealth"": 275.0, ""{89626cbc}"": 20.0, ""{d49caf5d}"": 25.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusHealth"": 575.0, ""{89626cbc}"": 20.0, ""{d49caf5d}"": 40.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""BonusHealth"": 775.0, ""{89626cbc}"": 20.0, ""{d49caf5d}"": 50.0}}, {""maxUnits"": 999, ""minUnits"": 8, ""style"": 5, ""variables"": {""BonusHealth"": 1000.0, ""{89626cbc}"": 20.0, ""{d49caf5d}"": 70.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Evoker,Evoker,2|3|4,"Evokers gain Mana whenever an ally or enemy casts an Ability.
(2) @ManaAmount@ Mana
(3) @ManaAmount@ Mana
(4) @ManaAmount@ Mana",Evokers gain Mana whenever an ally or enemy casts an Ability.<br><br><expandRow>(@MinUnits@) @ManaAmount@ Mana</expandRow>,"[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""{af2150c6}"": 5.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""{af2150c6}"": 8.0}}, {""maxUnits"": 999, ""minUnits"": 4, ""style"": 4, ""variables"": {""{af2150c6}"": 10.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Guardian,Guardian,2|4|6|8,"Once per combat at @HealthThreshold@% Health, Guardians shield themselves and their closest ally for a percent of their maximum Health. Shields stack!
 (2) @ShieldPercentAmount@% of max health shield
 (4) @ShieldPercentAmount@% of max health shield
 (6) @ShieldPercentAmount@% of max health shield
 (8) @ShieldPercentAmount@% of max health shield","Once per combat at @HealthThreshold@% Health, Guardians shield themselves and their closest ally for a percent of their maximum Health. Shields stack!<br><br><expandRow> (@MinUnits@) @ShieldPercentAmount@% of max health shield</expandRow>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""Duration"": 60.0, ""HealthThreshold"": 50.0, ""{a77cf7ad}"": 25.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""Duration"": 60.0, ""HealthThreshold"": 50.0, ""{a77cf7ad}"": 40.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""Duration"": 60.0, ""HealthThreshold"": 50.0, ""{a77cf7ad}"": 80.0}}, {""maxUnits"": 999, ""minUnits"": 8, ""style"": 5, ""variables"": {""Duration"": 60.0, ""HealthThreshold"": 50.0, ""{a77cf7ad}"": 130.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Guild,Guild,1|2|3|4|5|6|7|8,"Grant a unique bonus to your team; Guild members gain double the amount. Increases for each Guild member in play!Sejuani: +@TFTUnitProperty.trait:TFT7_Trait_Guild_SejuaniBonus@ HealthTwitch: +@TFTUnitProperty.trait:TFT7_Trait_Guild_TwitchBonus@% Attack SpeedZippy: +@TFTUnitProperty.trait:TFT7_Trait_Guild_DragonBonus@ Armor and Magic ResistJayce: +@TFTUnitProperty.trait:TFT7_Trait_Guild_JayceBonus@ Attack Damage and Ability PowerBard: +@TFTUnitProperty.trait:TFT7_Trait_Guild_BardBonus@ Mana per attackEmblem: +@TFTUnitProperty.trait:TFT7_Trait_Guild_EmblemBonus@% Omnivamp
(1) @Multiplier@% Guild bonus
(2) @Multiplier@% Guild bonus
(3) @Multiplier@% Guild bonus
(4) @Multiplier@% Guild bonus
(5) @Multiplier@% Guild bonus
(6) @Multiplier@% Guild bonus
(7) @Multiplier@% Guild bonus
(8) @Multiplier@% Guild bonus",Grant a unique bonus to your team; Guild members gain double the amount. Increases for each Guild member in play!<br><br><TFTGuildActive enabled=TFT7_Trait_Guild_ActiveSejuani alternate=TFTGuildInactive>Sejuani: +@TFTUnitProperty.trait:TFT7_Trait_Guild_SejuaniBonus@ Health</TFTGuildActive><br><TFTGuildActive enabled=TFT7_Trait_Guild_ActiveTwitch alternate=TFTGuildInactive>Twitch: +@TFTUnitProperty.trait:TFT7_Trait_Guild_TwitchBonus@% Attack Speed</TFTGuildActive><br><TFTGuildActive enabled=TFT7_Trait_Guild_ActiveDragon alternate=TFTGuildInactive>Zippy: +@TFTUnitProperty.trait:TFT7_Trait_Guild_DragonBonus@ Armor and Magic Resist</TFTGuildActive><br><TFTGuildActive enabled=TFT7_Trait_Guild_ActiveJayce alternate=TFTGuildInactive>Jayce: +@TFTUnitProperty.trait:TFT7_Trait_Guild_JayceBonus@ Attack Damage and Ability Power</TFTGuildActive><br><TFTGuildActive enabled=TFT7_Trait_Guild_ActiveBard alternate=TFTGuildInactive>Bard: +@TFTUnitProperty.trait:TFT7_Trait_Guild_BardBonus@ Mana per attack</TFTGuildActive><br><TFTGuildActive enabled=TFT7_Trait_Guild_ActiveEmblem alternate=TFTGuildInactive>Emblem: +@TFTUnitProperty.trait:TFT7_Trait_Guild_EmblemBonus@% Omnivamp</TFTGuildActive><br><br><expandRow>(@MinUnits@) @Multiplier@% Guild bonus</expandRow><br><br><br><br>,"[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""{f506c7e6}"": 100.0}}, {""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""{f506c7e6}"": 110.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""{f506c7e6}"": 120.0}}, {""maxUnits"": 4, ""minUnits"": 4, ""style"": 3, ""variables"": {""{f506c7e6}"": 130.0}}, {""maxUnits"": 5, ""minUnits"": 5, ""style"": 3, ""variables"": {""{f506c7e6}"": 140.0}}, {""maxUnits"": 6, ""minUnits"": 6, ""style"": 3, ""variables"": {""{f506c7e6}"": 150.0}}, {""maxUnits"": 7, ""minUnits"": 7, ""style"": 4, ""variables"": {""{f506c7e6}"": 160.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 5, ""variables"": {""{f506c7e6}"": 175.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Jade,Jade,3|5|7|9,"Summon movable Jade Statues that grow in power. Each combat, allies who start combat adjacent to a statue gain maximum Health healing every @Interval@ seconds and bonus Attack Speed. When a statue is destroyed, it deals @PercentHealth@% of its Health as magic damage to nearby enemies.(@MinUnits@) 1 statue, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed(@MinUnits@) 2 statues, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed(@MinUnits@) 3 statues, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed(@MinUnits@) 4 statues, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed","Summon movable Jade Statues that grow in power. <br><br>Each combat, allies who start combat adjacent to a statue gain maximum Health healing every @Interval@ seconds and bonus Attack Speed. When a statue is destroyed, it deals @PercentHealth@% of its Health as magic damage to nearby enemies.<br><br><row>(@MinUnits@) 1 statue, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed</row><br><row>(@MinUnits@) 2 statues, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed</row><br><row>(@MinUnits@) 3 statues, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed</row><br><row>(@MinUnits@) 4 statues, +@HealthRegen@% healing, +@AttackSpeed*100@% Attack Speed</row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""AttackSpeed"": 0.10000000149011612, ""HealthRegen"": 2.0, ""PercentHealth"": 33.0, ""{25dee9e0}"": 1.0, ""{288bc6fe}"": 0.25, ""{cedd8578}"": 2.0}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""AttackSpeed"": 0.2199999988079071, ""HealthRegen"": 3.0, ""PercentHealth"": 33.0, ""{25dee9e0}"": 2.0, ""{288bc6fe}"": 0.25, ""{cedd8578}"": 2.0}}, {""maxUnits"": 8, ""minUnits"": 7, ""style"": 4, ""variables"": {""AttackSpeed"": 0.550000011920929, ""HealthRegen"": 5.0, ""PercentHealth"": 33.0, ""{25dee9e0}"": 3.0, ""{288bc6fe}"": 0.25, ""{cedd8578}"": 2.0}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 5, ""variables"": {""AttackSpeed"": 0.8799999952316284, ""HealthRegen"": 8.0, ""PercentHealth"": 33.0, ""{25dee9e0}"": 4.0, ""{288bc6fe}"": 0.25, ""{cedd8578}"": 2.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Lagoon,Lagoon,3|6|9|12,"Summon a Seastone which grants loot based on the number of Abilities cast by Lagoon champions over time. Lagoon champions also gain Ability Power and Attack Speed.
(3) @AbilityPower@ Ability Power, 8% Attack Speed
(6) @AbilityPower@ Ability Power, 30% Attack Speed
(9) @AbilityPower@ Ability Power, 55% Attack Speed
(12) @AbilityPower@ Ability Power, 200% Attack SpeedTotal casts: @TFTUnitProperty.trait:TFT7_LagoonCount@Gold granted: @TFTUnitProperty.trait:TFT7_LagoonRewardCountGold@Rewards granted: @TFTUnitProperty.trait:TFT7_LagoonRewardCount@@TFTUnitProperty.trait:TFT_Modes_TRA1@","Summon a Seastone which grants loot based on the number of Abilities cast by Lagoon champions over time. Lagoon champions also gain Ability Power and Attack Speed.<br><br><expandRow>(@MinUnits@) @AbilityPower@ Ability Power, @AttackSpeed*100@% Attack Speed</expandRow><br><br>Total casts: <active>@TFTUnitProperty.trait:TFT7_LagoonCount@</active><br>Gold granted: <active>@TFTUnitProperty.trait:TFT7_LagoonRewardCountGold@</active><br>Rewards granted: <active>@TFTUnitProperty.trait:TFT7_LagoonRewardCount@</active>@TFTUnitProperty.trait:TFT_Modes_TRA1@","[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""AttackSpeed"": 0.07999999821186066, ""{7f1304b2}"": 8.0}}, {""maxUnits"": 8, ""minUnits"": 6, ""style"": 3, ""variables"": {""AttackSpeed"": 0.30000001192092896, ""{7f1304b2}"": 30.0}}, {""maxUnits"": 11, ""minUnits"": 9, ""style"": 4, ""variables"": {""AttackSpeed"": 0.550000011920929, ""{7f1304b2}"": 55.0}}, {""maxUnits"": 999, ""minUnits"": 12, ""style"": 5, ""variables"": {""AttackSpeed"": 2.0, ""{7f1304b2}"": 200.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Mage,Mage,3|5|7|9,"Mages cast twice and have modified total Ability Power.
(3) @APMultiplier*100@% Ability Power
(5) @APMultiplier*100@% Ability Power
(7) @APMultiplier*100@% Ability Power
(9) @APMultiplier*100@% Ability Power",Mages cast twice and have modified total Ability Power.<br><br><expandRow>(@MinUnits@) @APMultiplier*100@% Ability Power</expandRow>,"[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""{2afd498b}"": 0.800000011920929}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""{2afd498b}"": 1.0499999523162842}}, {""maxUnits"": 8, ""minUnits"": 7, ""style"": 4, ""variables"": {""{2afd498b}"": 1.350000023841858}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 5, ""variables"": {""{2afd498b}"": 1.9500000476837158}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Mirage,Mirage,2|4|6|8,Mirage champions gain a different Trait bonus from game to game.,Mirage champions gain a different Trait bonus from game to game.,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{03907b27}"": 40.0, ""{2c8fe3dc}"": 2.0, ""{34a68396}"": 20.0, ""{48ffe45c}"": 20.0, ""{67deaf34}"": 10.0, ""{7845f61e}"": 5.0, ""{7fb6d810}"": 50.0, ""{835c3290}"": 6.0, ""{9ea1c8a7}"": 50.0, ""{b04db727}"": 200.0, ""{bd0f4998}"": 9.0, ""{e32ac3a7}"": 20.0, ""{f25ff422}"": 10.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""{03907b27}"": 65.0, ""{2c8fe3dc}"": 4.0, ""{34a68396}"": 33.0, ""{48ffe45c}"": 30.0, ""{67deaf34}"": 10.0, ""{7845f61e}"": 8.0, ""{7fb6d810}"": 50.0, ""{835c3290}"": 12.0, ""{9ea1c8a7}"": 65.0, ""{b04db727}"": 300.0, ""{bd0f4998}"": 9.0, ""{e32ac3a7}"": 30.0, ""{f25ff422}"": 10.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""{03907b27}"": 65.0, ""{2c8fe3dc}"": 6.0, ""{34a68396}"": 50.0, ""{48ffe45c}"": 45.0, ""{67deaf34}"": 10.0, ""{7845f61e}"": 12.0, ""{7fb6d810}"": 50.0, ""{835c3290}"": 20.0, ""{9ea1c8a7}"": 80.0, ""{b04db727}"": 450.0, ""{bd0f4998}"": 9.0, ""{e32ac3a7}"": 40.0, ""{f25ff422}"": 10.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 5, ""variables"": {""{03907b27}"": 110.0, ""{2c8fe3dc}"": 8.0, ""{34a68396}"": 100.0, ""{48ffe45c}"": 60.0, ""{67deaf34}"": 10.0, ""{7845f61e}"": 20.0, ""{7fb6d810}"": 50.0, ""{835c3290}"": 30.0, ""{9ea1c8a7}"": 100.0, ""{b04db727}"": 600.0, ""{bd0f4998}"": 9.0, ""{e32ac3a7}"": 50.0, ""{f25ff422}"": 10.0}}]"
Set 7.5,7,mid,TFTSet7_Stage2,12.22,Set7_Monolith,Monolith,3,(@MinUnits@) Terra empowers 3 hexes on the battlefield. Combat start: units standing in the hex at the start of combat gain @DamageReductionPercent@% damage reduction.,(@MinUnits@) Terra empowers 3 hexes on the battlefield. Combat start: units standing in the hex at the start of combat gain @DamageReductionPercent@% damage reduction.,"[{""maxUnits"": 25000, ""minUnits"": 3, ""style"": 4, ""variables"": {""{5064373e}"": 18.0}}]"
