set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,cost,hp,damage,attack_speed,range,armor,magic_resist,mana,initial_mana,crit_chance,crit_multiplier
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_BelVeth,Bel'Veth,5,1100,80,0.85,2,60,60,70,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Gangplank,Gangplank,5,1000,80,0.85,1,30,30,180,90,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Heimerdinger,Heimerdinger,5,750,40,0.75,4,30,30,160,80,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_KSante,K'Sante,5,1000,60,0.7,1,50,50,70,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Ryze,Ryze,5,1111,50,0.85,4,30,30,999,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeDemacia,Ryze,5,1111,50,0.85,4,30,30,100,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBandleCity,Ryze,5,1111,30,0.85,4,30,30,65,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeFreljord,Ryze,5,1111,50,0.85,4,30,30,60,15,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,5,1111,50,0.85,4,30,30,100,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeNoxus,Ryze,5,1111,50,0.85,4,30,30,100,40,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzePiltover,Ryze,5,1111,50,0.85,4,30,30,75,15,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShadowIsles,Ryze,5,1111,50,0.85,4,30,30,70,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,5,1111,50,0.85,4,30,30,120,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeTargon,Ryze,5,1111,50,0.85,4,30,30,90,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,5,1111,50,0.85,4,30,30,90,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,5,1111,50,0.85,4,30,30,75,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIxtal,Ryze,5,1111,50,0.85,2,50,50,100,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sion,Sion,5,900,70,0.6,1,65,65,160,70,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT_ArmoryKeyOrnn,Artifact Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_BaronNashor,Baron Nashor,8,1250,300,0.7,9,150,150,2,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_VoidEggBaron,Baron Nashor,8,1200,300,0.7,9,200,200,2,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT_ArmoryKeyCompleted,Completed Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT_ArmoryKeyComponent,Component Anvil,8,10,,1,0,10,10,100,0,,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT_ArmoryKeySupport,Support item anvil,8,10,,1,0,10,10,100,0,,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT5_EmblemArmoryKey,Tome of Traits,8,10,,1,0,10,10,100,0,,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_AscendedSunDisc,Sun Disc,9,,0,0.5,16,50,50,0,0,,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_HeimerdingerTurret,Apex Turret,11,800,40,0.75,23,60,60,100,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT6_MercenaryChest,Mercenary Chest,11,1,0,,0,0,,12,0,0.25,1.3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_NoxianFlag,Noxian Banner,11,,,0.8,1,,20,100,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RiftHerald,Rift Herald,11,1050,250,0.6,1,100,100,120,80,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_VoidEggHerald,Rift Herald,11,900,250,0.6,1,100,100,120,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_SLIME_Crab,SLIME_Crab,11,,20,0.8,1,10,10,100,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_SLIME_Crab,SLIME_Crab,11,,20,0.8,1,10,10,100,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_THex,T-Hex,11,,40,0.7,2,25,25,80,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_VoidRemora,Void Remora,11,400,55,0.7,1,40,40,100,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_VoidEggRemora,Void Remora,11,400,70,0.7,1,40,40,100,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_VoidTotem,Void Totem,11,1,0,1,1,0,,0,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Annie,Annie,1,450,40,0.65,5,20,20,50,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Corki,Corki,1,450,50,0.75,5,15,15,60,15,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Evelynn,Evelynn,1,650,45,0.7,1,35,35,75,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Jinx,Jinx,1,450,50,0.7,4,15,15,50,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_KSante,K'Sante,1,650,50,0.6,1,40,40,40,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Kennen,Kennen,1,700,40,0.6,2,40,40,90,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Lillia,Lillia,1,600,50,0.55,1,40,40,110,60,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Nami,Nami,1,450,40,0.75,4,15,15,60,15,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Olaf,Olaf,1,650,55,0.65,1,35,35,0,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_TahmKench,Tahm Kench,1,650,88,0.55,1,40,40,0,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT_TrainingDummy,Target Dummy,1,550,50,0.2,1,30,30,0,0,,0
Set 10,10,base,TFTSet10,14.5,TFT10_Taric,Taric,1,650,55,0.55,1,40,40,140,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Vi,Vi,1,650,55,0.6,1,45,45,70,40,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT_Voidspawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
Set 10,10,base,TFTSet10,14.5,TFT10_Yasuo,Yasuo,1,650,50,0.75,1,40,40,50,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Aphelios,Aphelios,2,600,55,0.75,4,20,20,110,40,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Bard,Bard,2,550,40,0.7,4,20,20,60,15,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Garen,Garen,2,800,55,0.7,1,45,45,80,40,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Gnar,Gnar,2,700,55,0.75,2,45,45,70,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Gragas,Gragas,2,750,50,0.6,1,45,45,80,40,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Jax,Jax,2,750,55,0.9,1,35,35,120,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Kaisa,Kai'Sa,2,600,55,0.75,6,20,20,30,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Katarina,Katarina,2,650,40,0.75,2,35,35,60,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Kayle,Kayle,2,550,35,0.75,4,20,20,120,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Pantheon,Pantheon,2,750,55,0.6,1,45,45,60,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Senna,Senna,2,600,40,0.7,5,20,20,90,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Seraphine,Seraphine,2,550,40,0.7,4,25,25,60,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Twitch,Twitch,2,550,45,0.7,4,25,25,70,20,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Amumu,Amumu,3,900,45,0.65,1,55,55,45,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Ekko,Ekko,3,850,50,0.65,1,40,40,125,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Lulu,Lulu,3,650,40,0.7,4,20,20,40,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Lux,Lux,3,700,40,0.7,5,20,20,75,15,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_MissFortune,Miss Fortune,3,650,55,0.75,5,20,20,60,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Mordekaiser,Mordekaiser,3,850,60,0.65,1,55,55,120,70,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Neeko,Neeko,3,850,50,0.6,1,50,50,90,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Riven,Riven,3,800,60,0.75,1,40,40,100,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Samira,Samira,3,600,60,0.75,4,20,20,100,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Sett,Sett,3,900,55,0.7,1,45,45,90,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Urgot,Urgot,3,750,60,0.75,2,45,45,20,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Vex,Vex,3,700,40,0.75,4,20,20,75,25,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Yone,Yone,3,800,65,0.8,1,40,40,70,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Ahri,Ahri,4,700,40,0.75,5,30,30,30,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Akali_TrueDamage,Akali,4,1000,70,0.9,1,65,65,60,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Akali,Akali,4,950,60,0.85,1,50,50,50,10,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Blitzcrank,Blitzcrank,4,1000,90,0.6,1,60,60,110,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Caitlyn,Caitlyn,4,700,70,0.8,5,30,30,75,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Ezreal,Ezreal,4,700,70,0.85,4,30,30,45,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Karthus,Karthus,4,700,40,0.75,4,30,30,105,15,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Poppy,Poppy,4,1000,60,0.7,1,65,65,100,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Thresh,Thresh,4,1050,60,0.65,1,60,60,160,70,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_TwistedFate,Twisted Fate,4,700,45,0.75,5,30,30,105,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Viego,Viego,4,1000,75,0.85,1,65,65,120,70,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Zac,Zac,4,1100,50,0.65,1,70,70,120,60,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Zed,Zed,4,1000,72,0.95,1,60,60,50,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Illaoi,Illaoi,5,1050,70,0.8,1,70,70,150,70,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Jhin,Jhin,5,950,70,0.9,4,40,40,50,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Kayn,Kayn,5,1200,75,0.95,1,70,70,40,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Lucian,Lucian,5,850,65,0.9,5,30,30,125,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Qiyana,Qiyana,5,1050,75,0.9,1,60,60,40,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Sona,Sona,5,850,5,0.85,16,40,40,170,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Yorick,Yorick,5,1050,88,0.8,1,60,60,110,60,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_Ziggs,Ziggs,5,800,45,0.85,4,40,40,75,30,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT_ArmoryKeyOrnn,Artifact Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 10,10,base,TFTSet10,14.5,TFT_ArmoryKeyCompleted,Completed Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 10,10,base,TFTSet10,14.5,TFT_ArmoryKeyComponent,Component Anvil,8,10,,1,0,10,10,100,0,,0
Set 10,10,base,TFTSet10,14.5,TFT_ArmoryKeySupport,Support item anvil,8,10,,1,0,10,10,100,0,,0
Set 10,10,base,TFTSet10,14.5,TFT5_EmblemArmoryKey,Tome of Traits,8,10,,1,0,10,10,100,0,,0
Set 10,10,base,TFTSet10,14.5,TFT10_IllaoiMinion,Tentacle,9,500,0,0.5,3,30,30,0,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_DiscoBall,Disco Ball,11,1,,0.65,1,15,15,0,0,0.25,1.3
Set 10,10,base,TFTSet10,14.5,TFT10_LuluPolymorph,LuluPolymorphCritter,11,,,0.8,1,,20,100,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT6_MercenaryChest,Mercenary Chest,11,1,0,,0,0,,12,0,0.25,1.3
Set 10,10,base,TFTSet10,14.5,TFT9_SLIME_Crab,SLIME_Crab,11,,20,0.8,1,10,10,100,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_PBJProp,SightWard,11,,,0.8,1,,20,100,0,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_CountryHecarim,The Dreadsteed,11,425,40,0.7,1,60,60,60,50,0.25,1.4
Set 10,10,base,TFTSet10,14.5,TFT10_YorickGhoulMelee,Yorick,11,,,0.65,1,50,50,0,0,,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Ahri,Ahri,1,500,30,0.75,4,15,15,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Caitlyn,Caitlyn,1,500,50,0.7,4,15,15,105,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_ChoGath,Cho'Gath,1,650,50,0.55,1,40,40,90,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_Razorbeak,Crimson Razorbeak,1,2400,230,0.8,1,25,25,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Darius,Darius,1,650,40,0.7,1,40,40,30,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_ElderDragon,Elder Dragon,1,10000,900,0.8,2,50,50,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Garen,Garen,1,600,55,0.6,1,40,40,80,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_BlueGolem,Golem,1,600,65,0.55,1,35,35,100,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_Murkwolf,Greater Murk Wolf,1,1300,230,1,1,15,15,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Jax,Jax,1,650,45,0.65,1,40,40,40,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_KhaZix,Kha'Zix,1,600,50,0.75,1,35,35,40,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_FortuneYord,Kobuko,1,600,65,0.6,1,30,30,70,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_KogMaw,Kog'Maw,1,500,30,0.7,3,15,15,30,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_Krug,Krug,1,1200,110,0.8,1,50,25,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Malphite,Malphite,1,650,50,0.65,1,40,40,80,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_MurkwolfMini,Murkwolf,1,550,135,1,1,15,15,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_RazorbeakMini,Razorbeak,1,1450,180,0.8,1,25,25,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_RekSai,Rek'Sai,1,650,50,0.55,1,45,45,80,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_RiftHerald,Rift Herald,1,10000,600,1,1,100,100,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Sivir,Sivir,1,500,55,0.7,4,15,15,50,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_TrainingDummy,Target Dummy,1,550,50,0.2,1,30,30,0,0,,0
Set 11,11,base,TFTSet11,14.15,TFT_Voidspawn,Voidspawn,1,,0,0.75,1,30,30,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Yasuo,Yasuo,1,600,35,0.75,1,45,45,70,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Aatrox,Aatrox,2,700,55,0.7,1,45,45,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Gnar,Gnar,2,700,60,0.7,1,45,45,60,10,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Janna,Janna,2,600,40,0.75,4,20,20,75,25,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Kindred,Kindred,2,550,40,0.7,4,20,20,30,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Lux,Lux,2,550,40,0.7,4,20,20,75,15,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Neeko,Neeko,2,800,45,0.65,1,45,45,80,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Qiyana,Qiyana,2,700,50,0.8,1,35,35,20,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Riven,Riven,2,700,55,0.75,1,40,40,20,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Senna,Senna,2,600,55,0.75,4,20,20,75,20,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Shen,Shen,2,800,55,0.65,1,45,45,75,25,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Teemo,Teemo,2,550,40,0.7,4,20,20,30,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Yorick,Yorick,2,800,60,0.6,1,50,50,80,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Zyra,Zyra,2,600,40,0.75,4,20,20,75,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Alune,Alune,3,650,55,0.75,4,25,25,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Amumu,Amumu,3,900,60,0.6,1,50,50,80,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Aphelios,Aphelios,3,650,60,0.75,4,25,25,100,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Bard,Bard,3,650,54,0.8,4,25,25,50,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Diana,Diana,3,900,50,0.8,1,55,55,100,50,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Illaoi,Illaoi,3,900,50,0.6,1,50,50,90,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Soraka,Soraka,3,650,40,0.75,4,25,25,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_TahmKench,Tahm Kench,3,850,60,0.6,1,45,45,100,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Thresh,Thresh,3,900,75,0.5,2,50,50,90,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Tristana,Tristana,3,700,60,0.75,4,25,25,100,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Volibear,Volibear,3,900,45,0.8,1,50,50,60,10,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Yone,Yone,3,800,64,0.9,1,50,50,70,10,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Zoe,Zoe,3,650,45,0.75,4,25,25,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Annie,Annie,4,1000,55,0.65,1,60,60,120,70,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Ashe,Ashe,4,850,70,0.8,4,30,30,90,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Galio,Galio,4,1150,60,0.6,1,60,60,120,70,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Kaisa,Kai'Sa,4,850,75,0.85,4,30,30,75,20,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Kayn,Kayn,4,1150,80,0.9,1,55,55,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_LeeSin,Lee Sin,4,1100,75,0.85,1,55,55,100,40,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Lillia,Lillia,4,900,45,0.75,4,30,30,50,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Morgana,Morgana,4,950,40,0.8,4,40,40,60,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Nautilus,Nautilus,4,1100,70,0.6,1,60,60,170,60,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Ornn,Ornn,4,1100,60,0.6,1,60,60,130,80,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Sylas,Sylas,4,1100,50,0.85,1,50,50,40,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Syndra,Syndra,4,900,45,0.75,4,30,30,30,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Azir,Azir,5,900,45,0.85,4,35,35,130,70,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Hwei,Hwei,5,900,50,0.8,4,40,40,105,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Irelia,Irelia,5,900,80,0.9,10,40,40,8,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Lissandra,Lissandra,5,1100,50,0.8,2,55,55,105,45,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Rakan,Rakan,5,1200,60,0.85,2,60,60,90,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Sett,Sett,5,1200,65,0.85,1,70,70,160,80,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Tibbers,Tibbers,5,850,50,0.6,1,70,70,120,50,0.25,1.5
Set 11,11,base,TFTSet11,14.15,TFT11_Udyr,Udyr,5,1050,50,0.95,1,50,50,90,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_WuKong,Wukong,5,1200,80,0.9,1,65,65,30,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Xayah,Xayah,5,900,80,0.9,4,40,40,100,30,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_XayahRakanDummy,Xayah & Rakan,5,800,,0.8,1,,20,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT_ArmoryKeyOrnn,Artifact Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 11,11,base,TFTSet11,14.15,TFT_ArmoryKeyCompleted,Completed Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 11,11,base,TFTSet11,14.15,TFT_ArmoryKeyComponent,Component Anvil,8,10,,1,0,10,10,100,0,,0
Set 11,11,base,TFTSet11,14.15,TFT_ArmoryKeySupport,Support item anvil,8,10,,1,0,10,10,100,0,,0
Set 11,11,base,TFTSet11,14.15,TFT5_EmblemArmoryKey,Tome of Traits,8,10,,1,0,10,10,100,0,,0
Set 11,11,base,TFTSet11,14.15,TFT11_AzirSoldier,AzirSoldier,11,900,,0.7,1,40,40,0,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_DragonlordFlames,Dragonlord Flames,11,,,0.8,1,,20,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_FortuneProp,Golden Tree,11,88888,0,0.8,138,88,88,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_Kayle,Kayle,11,450,30,0.7,6,25,25,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT6_MercenaryChest,Mercenary Chest,11,1,0,,0,0,,12,0,0.25,1.3
Set 11,11,base,TFTSet11,14.15,TFT11_RakanBenchDummy,Rakan,11,,,0.8,1,,20,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_ExaltedCore,SightWard,11,,,0.8,1,,20,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_XayahBenchDummy,Xayah,11,,,0.8,1,,20,100,0,0.25,1.4
Set 11,11,base,TFTSet11,14.15,TFT11_ZyraThornPlant,ZyraThornPlant,11,,,0.8,1,,20,100,0,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Ashe,Ashe,1,450,50,0.7,4,15,15,75,40,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Blitzcrank,Blitzcrank,1,650,65,0.55,1,40,40,90,40,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT_ElderDragon,Elder Dragon,1,10000,900,0.8,2,50,50,0,0,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Elise,Elise,1,650,50,0.6,1,40,40,90,30,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT_BlueGolem,Golem,1,600,55,0.55,1,40,40,100,30,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Jax,Jax,1,650,40,0.6,1,45,45,60,20,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Jayce,Jayce,1,600,56,0.7,4,30,30,60,0,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT_Krug,Krug,1,1200,110,0.8,1,50,25,0,0,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Lillia,Lillia,1,650,45,0.6,1,40,40,100,40,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT_Murkwolf,Murk Wolf,1,1300,230,1,1,15,15,0,0,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT_MurkwolfMini,Murkwolf,1,550,135,1,1,15,15,0,0,0.25,1.4
Set 12,12,base,TFTSet12,14.22,TFT12_Nomsy,Nomsy,1,500,48,0.7,4,15,15,50,10,0.25,1.4
